in:Inventory,in:Wall Length,in:Wall Height,in:Door,in:Curve Frequency,in:Curve Amplitude,out:Leftover inventory[m2],out:Displacement Average[cm],out:Uncovered Wall Area[m2],out:Average Mapping Tolerance
1,600,300,0.0,4,2,1086.084658,181.991089,55.930742,0.173309
2,600,300,0.0,4,2,1149.456208,77.27722,8.246042,0.034481
2,600,300,0.0,4,2,1149.393927,78.699966,8.183761,0.036021
2,600,300,0.0,4,2,1156.179017,85.262803,14.968851,0.031592
2,600,300,0.0,4,2,1148.851141,81.777268,7.640975,0.042601
2,600,300,0.0,4,2,1152.121399,83.418175,10.911233,0.037589
2,600,300,0.0,4,2,1154.017401,91.076671,12.807235,0.029761
2,600,300,0.0,4,2,1154.284658,74.476846,13.074492,0.030847
3,600,300,0.0,4,2,283.993979,126.536718,16.598419,0.021434
3,600,300,0.0,4,2,282.856479,126.210013,15.460919,0.021048
3,600,300,0.0,4,2,283.306479,129.329207,15.910919,0.020839
3,600,300,0.0,4,2,285.105349,127.39306,17.709789,0.02143
3,600,300,0.0,4,2,286.34699,132.455592,18.95143,0.020381
3,600,300,0.0,4,2,283.956479,131.643862,16.560919,0.021277
3,600,300,0.0,4,2,287.593979,135.963128,20.198419,0.022786
0,800,300,0.0,4,2,365.865339,142.916938,107.312302,0.085901
0,800,300,0.0,4,2,382.529031,98.523515,123.975994,0.143049
0,800,300,0.0,4,2,358.351987,140.810792,99.79895,0.117852
0,800,300,0.0,4,2,357.061796,98.035956,98.50876,0.102592
0,800,300,0.0,4,2,382.529031,146.127875,123.975994,0.136864
0,800,300,0.0,4,2,359.699764,134.126499,101.146727,0.097403
0,800,300,0.0,4,2,364.776253,136.97361,106.223217,0.111316
1,800,300,0.0,4,2,947.134372,108.051728,62.286385,0.061168
1,800,300,0.0,4,2,968.184946,97.320257,83.336959,0.099233
1,800,300,0.0,4,2,954.338675,125.360405,69.490688,0.091103
1,800,300,0.0,4,2,949.641247,76.087195,64.793259,0.072882
1,800,300,0.0,4,2,961.980855,142.071115,77.132868,0.091241
1,800,300,0.0,4,2,944.480425,124.279896,59.632437,0.065557
1,800,300,0.0,4,2,969.763131,161.599118,84.915143,0.093987
2,800,300,0.0,4,2,1007.990622,63.608858,12.086385,0.016369
2,800,300,0.0,4,2,1011.491196,55.549507,15.586959,0.018221
2,800,300,0.0,4,2,1011.088675,58.241557,15.184438,0.019576
2,800,300,0.0,4,2,1007.372497,60.534705,11.468259,0.017008
2,800,300,0.0,4,2,1011.512105,62.295324,15.607868,0.019214
2,800,300,0.0,4,2,1012.086675,50.504224,16.182437,0.019957
2,800,300,0.0,4,2,1016.669381,59.067643,20.765143,0.016293
3,800,300,0.0,4,2,150.581276,87.435784,28.491644,0.012042
3,800,300,0.0,4,2,143.823166,80.193106,21.733535,0.011206
3,800,300,0.0,4,2,144.579416,81.16301,22.489785,0.011324
3,800,300,0.0,4,2,145.985666,79.666227,23.896035,0.011468
3,800,300,0.0,4,2,144.998166,79.474661,22.908535,0.011424
3,800,300,0.0,4,2,147.085666,84.494027,24.996035,0.01171
3,800,300,0.0,4,2,144.498166,78.505369,22.408535,0.011287
0,400,240,0.25,4,2,761.695469,54.869439,150.7188,0.262766
0,400,240,0.25,4,2,766.638503,43.452721,155.661834,0.252621
0,400,240,0.25,4,2,747.563887,178.376038,136.587218,0.204243
0,400,240,0.25,4,2,749.977143,172.266123,139.000474,0.202771
0,400,240,0.25,4,2,747.563887,178.225682,136.587218,0.204243
0,400,240,0.25,4,2,747.88521,180.905079,136.908541,0.204095
0,400,240,0.25,4,2,748.540214,194.717378,137.563545,0.203449
1,400,240,0.25,4,2,1352.613553,86.47045,115.341933,0.162734
1,400,240,0.25,4,2,1357.556587,58.92699,120.284967,0.158386
1,400,240,0.25,4,2,1346.875597,245.53783,109.603977,0.110835
1,400,240,0.25,4,2,1352.4601,115.408763,115.18848,0.117564
1,400,240,0.25,4,2,1346.875597,242.138671,109.603977,0.110835
1,400,240,0.25,4,2,1346.855639,259.976493,109.584019,0.111086
1,400,240,0.25,4,2,1351.364452,105.843152,114.092832,0.1175
2,400,240,0.25,4,2,1411.276053,99.662336,62.948183,0.02238
2,400,240,0.25,4,2,1406.119087,94.121995,57.791217,0.019388
2,400,240,0.25,4,2,1407.194347,96.600777,58.866477,0.019236
2,400,240,0.25,4,2,1407.1351,114.486593,58.80723,0.017998
2,400,240,0.25,4,2,1405.725597,106.924204,57.397727,0.019097
2,400,240,0.25,4,2,1403.793139,106.722986,55.465269,0.018485
2,400,240,0.25,4,2,1406.720702,103.628193,58.392832,0.018179
3,400,240,0.25,4,2,533.539247,131.100421,59.025983,0.01914
3,400,240,0.25,4,2,533.176747,121.532393,58.663483,0.019238
3,400,240,0.25,4,2,533.776747,120.782812,59.263483,0.018687
3,400,240,0.25,4,2,533.882997,118.074769,59.369733,0.018679
3,400,240,0.25,4,2,535.151747,127.885012,60.638483,0.01922
3,400,240,0.25,4,2,533.551747,128.080079,59.038483,0.018587
3,400,240,0.25,4,2,532.920497,122.234545,58.407233,0.019211
0,600,240,0.25,4,2,705.891273,122.275261,208.04118,0.312015
0,600,240,0.25,4,2,705.891273,97.349743,208.04118,0.328105
0,600,240,0.25,4,2,706.212596,61.780872,208.362503,0.299564
0,600,240,0.25,4,2,705.891273,97.6191,208.04118,0.109016
0,600,240,0.25,4,2,706.212596,62.786828,208.362503,0.299564
0,600,240,0.25,4,2,706.212596,118.528427,208.362503,0.097807
0,600,240,0.25,4,2,707.328202,92.810222,209.478109,0.105396
1,600,240,0.25,4,2,1282.040035,69.574479,157.894991,0.135599
1,600,240,0.25,4,2,1276.550917,56.148868,152.405873,0.143437
1,600,240,0.25,4,2,1273.673144,139.252844,149.5281,0.104624
1,600,240,0.25,4,2,1284.429867,116.145109,160.284823,0.060787
1,600,240,0.25,4,2,1273.673144,138.94308,149.5281,0.104624
1,600,240,0.25,4,2,1272.097843,102.042721,147.952799,0.045285
1,600,240,0.25,4,2,1285.866796,123.618564,161.721752,0.059471
2,600,240,0.25,4,2,1299.377535,61.745959,64.176241,0.012674
2,600,240,0.25,4,2,1297.857167,57.2633,62.655873,0.013856
2,600,240,0.25,4,2,1298.554394,65.57578,63.3531,0.013351
2,600,240,0.25,4,2,1299.311117,70.406538,64.109823,0.007129
2,600,240,0.25,4,2,1298.798144,67.231709,63.59685,0.013523
2,600,240,0.25,4,2,1294.672843,63.325766,59.471549,0.007781
2,600,240,0.25,4,2,1298.866796,69.586987,63.665502,0.006991
3,600,240,0.25,4,2,425.366835,69.764388,63.980147,0.010612
3,600,240,0.25,4,2,427.129335,72.374698,65.742647,0.010624
3,600,240,0.25,4,2,427.366835,70.600063,65.980147,0.010678
3,600,240,0.25,4,2,423.316835,71.688133,61.930147,0.010162
3,600,240,0.25,4,2,424.073085,69.328951,62.686397,0.010292
3,600,240,0.25,4,2,425.029335,69.709255,63.642647,0.010423
3,600,240,0.25,4,2,424.391835,73.76037,63.005147,0.010452
0,800,240,0.25,4,2,633.9011,151.902122,252.295749,0.139191
0,800,240,0.25,4,2,630.41903,143.814791,248.81368,0.139856
0,800,240,0.25,4,2,629.303424,134.774048,247.698074,0.071345
0,800,240,0.25,4,2,631.61267,120.580617,250.007319,0.122262
0,800,240,0.25,4,2,630.497064,135.980853,248.891713,0.071262
0,800,240,0.25,4,2,629.476265,106.554754,247.870914,0.131736
0,800,240,0.25,4,2,629.476265,124.160836,247.870914,0.121744
1,800,240,0.25,4,2,1199.950039,91.938952,192.049738,0.071812
1,800,240,0.25,4,2,1191.462588,58.353043,183.562287,0.072448
1,800,240,0.25,4,2,1193.238267,78.333971,185.337965,0.039927
1,800,240,0.25,4,2,1192.624177,68.653546,184.723876,0.06106
1,800,240,0.25,4,2,1194.431907,76.33243,186.531605,0.039882
1,800,240,0.25,4,2,1195.68012,71.865062,187.779818,0.064909
1,800,240,0.25,4,2,1190.674738,65.917964,182.774437,0.060806
2,800,240,0.25,4,2,1199.950039,37.568225,80.993488,0.006772
2,800,240,0.25,4,2,1191.462588,30.639336,72.506037,0.006786
2,800,240,0.25,4,2,1194.700767,37.975769,75.744215,0.00484
2,800,240,0.25,4,2,1192.924177,41.132037,73.967626,0.006218
2,800,240,0.25,4,2,1194.431907,40.062461,75.475355,0.004849
2,800,240,0.25,4,2,1195.68012,43.561632,76.723568,0.006424
2,800,240,0.25,4,2,1190.674738,38.2131,71.718187,0.00618
3,800,240,0.25,4,2,339.879896,49.43775,94.73795,0.005131
3,800,240,0.25,4,2,339.879896,53.281704,94.73795,0.005233
3,800,240,0.25,4,2,339.879896,50.312666,94.73795,0.00521
3,800,240,0.25,4,2,339.879896,54.70923,94.73795,0.005134
3,800,240,0.25,4,2,339.879896,50.003639,94.73795,0.005244
3,800,240,0.25,4,2,339.879896,50.129903,94.73795,0.005174
3,800,240,0.25,4,2,339.879896,47.972657,94.73795,0.005238
0,400,270,0.25,4,2,715.656369,37.047448,137.534442,0.283528
0,400,270,0.25,4,2,727.873196,43.803515,149.751269,0.2733
0,400,270,0.25,4,2,721.868897,133.650079,143.74697,0.275619
0,400,270,0.25,4,2,719.701025,128.315522,141.579098,0.304147
0,400,270,0.25,4,2,721.868897,113.001823,143.74697,0.275619
0,400,270,0.25,4,2,722.417976,114.944469,144.296049,0.273932
0,400,270,0.25,4,2,720.022855,134.152585,141.900928,0.29377
1,400,270,0.25,4,2,1282.200498,163.67613,77.78362,0.152963
1,400,270,0.25,4,2,1285.850955,148.863209,81.434077,0.14327
1,400,270,0.25,4,2,1279.54916,174.459709,75.132282,0.136374
1,400,270,0.25,4,2,1286.245154,129.014026,81.828276,0.167542
1,400,270,0.25,4,2,1279.54916,166.632926,75.132282,0.136374
1,400,270,0.25,4,2,1280.098239,163.877382,75.681361,0.135912
1,400,270,0.25,4,2,1286.566984,148.674258,82.150106,0.163768
2,400,270,0.25,4,2,1374.381748,91.842177,58.90862,0.053033
2,400,270,0.25,4,2,1373.850955,86.876196,58.377827,0.046695
2,400,270,0.25,4,2,1368.49291,83.649309,53.019782,0.046873
2,400,270,0.25,4,2,1370.320154,89.822834,54.847026,0.045943
2,400,270,0.25,4,2,1367.85541,77.818296,52.382282,0.047214
2,400,270,0.25,4,2,1369.048239,69.554111,53.575111,0.04794
2,400,270,0.25,4,2,1369.860734,105.442326,54.387606,0.042109
3,400,270,0.25,4,2,497.647298,131.642273,55.988776,0.027223
3,400,270,0.25,4,2,497.991048,125.420969,56.332526,0.027038
3,400,270,0.25,4,2,497.822298,128.035802,56.163776,0.02699
3,400,270,0.25,4,2,497.278548,129.790864,55.620026,0.027137
3,400,270,0.25,4,2,497.928548,124.825959,56.270026,0.027014
3,400,270,0.25,4,2,498.153548,132.832271,56.495026,0.027434
3,400,270,0.25,4,2,497.178548,128.429039,55.520026,0.026967
0,600,270,0.25,4,2,642.255392,88.082354,191.400863,0.333132
0,600,270,0.25,4,2,639.715571,76.797658,188.861041,0.354188
0,600,270,0.25,4,2,650.315954,91.817873,199.461424,0.174808
0,600,270,0.25,4,2,644.053749,95.668733,193.19922,0.117265
0,600,270,0.25,4,2,651.111509,89.208529,200.25698,0.175777
0,600,270,0.25,4,2,658.266065,95.394992,207.411536,0.147083
0,600,270,0.25,4,2,641.658731,127.620292,190.804202,0.118126
1,600,270,0.25,4,2,1176.200187,115.72509,99.050707,0.14472
1,600,270,0.25,4,2,1173.660365,116.113478,96.510885,0.152321
1,600,270,0.25,4,2,1164.80954,126.08013,87.66006,0.078924
1,600,270,0.25,4,2,1177.998543,109.515902,100.849063,0.070359
1,600,270,0.25,4,2,1164.624433,120.017959,87.474952,0.079254
1,600,270,0.25,4,2,1165.654106,124.210781,88.504626,0.068337
1,600,270,0.25,4,2,1175.603526,116.168063,98.454046,0.070663
2,600,270,0.25,4,2,1247.793937,80.505865,59.588207,0.037262
2,600,270,0.25,4,2,1248.704115,93.141992,60.498385,0.04239
2,600,270,0.25,4,2,1242.17829,88.442337,53.97256,0.026017
2,600,270,0.25,4,2,1248.129793,91.753496,59.924063,0.017727
2,600,270,0.25,4,2,1242.780683,89.968306,54.574952,0.026467
2,600,270,0.25,4,2,1242.860356,88.330177,54.654626,0.023216
2,600,270,0.25,4,2,1242.259776,85.042709,54.054046,0.01729
3,600,270,0.25,4,2,372.319203,102.228689,57.928078,0.019631
3,600,270,0.25,4,2,372.169203,102.586428,57.778078,0.01971
3,600,270,0.25,4,2,371.669203,103.395855,57.278078,0.019739
3,600,270,0.25,4,2,371.844203,102.957638,57.453078,0.019668
3,600,270,0.25,4,2,371.694203,101.091503,57.303078,0.019668
3,600,270,0.25,4,2,371.969203,102.399767,57.578078,0.019627
3,600,270,0.25,4,2,371.756703,100.846765,57.365578,0.019417
0,800,270,0.25,4,2,539.989101,125.14198,219.909907,0.141212
0,800,270,0.25,4,2,555.024969,107.799721,234.945776,0.174663
0,800,270,0.25,4,2,557.25148,89.192897,237.172286,0.109102
0,800,270,0.25,4,2,557.38807,97.354661,237.308876,0.147664
0,800,270,0.25,4,2,556.770883,94.838715,236.691689,0.110548
0,800,270,0.25,4,2,567.207288,91.492406,247.128094,0.101896
0,800,270,0.25,4,2,536.652012,118.839189,216.572818,0.097651
1,800,270,0.25,4,2,1041.836394,114.010001,95.46225,0.06946
1,800,270,0.25,4,2,1043.346814,116.30432,96.97267,0.071639
1,800,270,0.25,4,2,1050.8941,98.779709,104.519955,0.056565
1,800,270,0.25,4,2,1046.874453,114.713033,100.500308,0.063892
1,800,270,0.25,4,2,1050.413503,93.566732,104.039358,0.057089
1,800,270,0.25,4,2,1056.145486,104.805069,109.771342,0.048311
1,800,270,0.25,4,2,1038.499305,108.536351,92.125161,0.052207
2,800,270,0.25,4,2,1115.623894,75.9251,58.1935,0.022943
2,800,270,0.25,4,2,1118.153064,77.912199,60.72267,0.025649
2,800,270,0.25,4,2,1114.1941,80.688791,56.763705,0.016922
2,800,270,0.25,4,2,1121.955703,58.341082,64.525308,0.022722
2,800,270,0.25,4,2,1113.669753,79.704629,56.239358,0.01691
2,800,270,0.25,4,2,1116.989236,68.438509,59.558842,0.013728
2,800,270,0.25,4,2,1118.293055,61.235283,60.862661,0.019657
3,800,270,0.25,4,2,249.786236,76.337528,66.170447,0.012024
3,800,270,0.25,4,2,245.526384,74.397563,61.910595,0.011483
3,800,270,0.25,4,2,244.889571,77.852748,61.273782,0.011799
3,800,270,0.25,4,2,248.328728,78.163143,64.71294,0.012085
3,800,270,0.25,4,2,247.127071,77.225383,63.511282,0.011994
3,800,270,0.25,4,2,245.402071,77.027404,61.786282,0.011835
3,800,270,0.25,4,2,245.664571,78.965852,62.048782,0.01191
0,400,300,0.25,4,2,686.497517,48.707706,141.230331,0.354793
0,400,300,0.25,4,2,705.891273,35.604483,160.624088,0.417936
0,400,300,0.25,4,2,648.727373,139.21517,103.460188,0.296295
0,400,300,0.25,4,2,654.116131,119.959603,108.848946,0.292814
0,400,300,0.25,4,2,652.429708,122.221297,107.162523,0.29536
0,400,300,0.25,4,2,651.63468,128.512914,106.367495,0.298201
0,400,300,0.25,4,2,650.649803,143.340135,105.382618,0.293643
1,400,300,0.25,4,2,1260.090185,158.50278,88.528049,0.201875
1,400,300,0.25,4,2,1269.660555,144.187743,98.098419,0.170728
1,400,300,0.25,4,2,1248.416353,99.670498,76.854217,0.229082
1,400,300,0.25,4,2,1253.805111,86.833065,82.242975,0.226761
1,400,300,0.25,4,2,1252.118688,88.340887,80.556552,0.228458
1,400,300,0.25,4,2,1251.32366,92.535363,79.761524,0.230352
1,400,300,0.25,4,2,1250.338783,102.420065,78.776647,0.227314
2,400,300,0.25,4,2,1338.646435,90.993041,56.028049,0.046381
2,400,300,0.25,4,2,1340.554305,100.255516,57.935919,0.038633
2,400,300,0.25,4,2,1338.022603,50.770437,55.404217,0.062698
2,400,300,0.25,4,2,1340.523861,75.683308,57.905475,0.057729
2,400,300,0.25,4,2,1339.462438,58.550837,56.844052,0.058397
2,400,300,0.25,4,2,1337.37366,92.711414,54.755274,0.055206
2,400,300,0.25,4,2,1340.845033,78.017752,58.226647,0.061256
3,400,300,0.25,4,2,471.351351,133.02464,62.547571,0.021152
3,400,300,0.25,4,2,469.220678,158.117967,60.416897,0.028367
3,400,300,0.25,4,2,468.745101,135.557911,59.941321,0.020338
3,400,300,0.25,4,2,470.614428,155.002224,61.810647,0.029078
3,400,300,0.25,4,2,469.251928,155.594627,60.448147,0.02816
3,400,300,0.25,4,2,468.364428,145.641327,59.560647,0.027513
3,400,300,0.25,4,2,469.370678,154.272996,60.566897,0.028612
0,600,300,0.25,4,2,554.144718,50.989635,150.285753,0.318774
0,600,300,0.25,4,2,541.315915,92.935286,137.45695,0.250623
0,600,300,0.25,4,2,541.512445,80.897448,137.65348,0.251697
0,600,300,0.25,4,2,545.076924,76.327707,141.217959,0.333064
0,600,300,0.25,4,2,545.606784,81.636313,141.747819,0.249884
0,600,300,0.25,4,2,544.565068,77.250975,140.706103,0.245335
0,600,300,0.25,4,2,543.203232,76.242716,139.344267,0.24948
1,600,300,0.25,4,2,1112.875264,128.163291,82.721348,0.166031
1,600,300,0.25,4,2,1114.874192,133.977001,84.720276,0.151135
1,600,300,0.25,4,2,1123.828483,137.28669,93.674567,0.16196
1,600,300,0.25,4,2,1106.018664,133.536509,75.864748,0.155524
1,600,300,0.25,4,2,1119.1406,130.498799,88.986684,0.143346
1,600,300,0.25,4,2,1114.296143,148.60518,84.142227,0.133463
1,600,300,0.25,4,2,1126.923195,121.526058,96.769279,0.1603
2,600,300,0.25,4,2,1201.056514,80.814234,59.846348,0.068736
2,600,300,0.25,4,2,1194.367942,95.990408,53.157776,0.04552
2,600,300,0.25,4,2,1196.903483,96.870161,55.693317,0.037262
2,600,300,0.25,4,2,1197.012414,124.359851,55.802248,0.066736
2,600,300,0.25,4,2,1195.68435,78.057741,54.474184,0.041259
2,600,300,0.25,4,2,1199.464893,109.344429,58.254727,0.049335
2,600,300,0.25,4,2,1198.616945,88.180344,57.406779,0.036825
3,600,300,0.25,4,2,331.083989,111.265634,63.688429,0.017853
3,600,300,0.25,4,2,330.977739,108.831734,63.582179,0.017927
3,600,300,0.25,4,2,333.465239,111.616696,66.069679,0.018377
3,600,300,0.25,4,2,329.370325,89.137652,61.974765,0.013902
3,600,300,0.25,4,2,332.334857,97.876389,64.939297,0.014939
3,600,300,0.25,4,2,332.808989,109.368592,65.413429,0.01816
3,600,300,0.25,4,2,331.508989,109.64226,64.113429,0.017923
0,800,300,0.25,4,2,401.324632,122.805558,142.771595,0.114648
0,800,300,0.25,4,2,416.869503,99.325422,158.316466,0.107972
0,800,300,0.25,4,2,400.235547,129.088321,141.68251,0.127417
0,800,300,0.25,4,2,410.289437,129.982911,151.736401,0.128614
0,800,300,0.25,4,2,402.765683,126.729773,144.212646,0.16189
0,800,300,0.25,4,2,406.141024,128.954775,147.587987,0.120062
0,800,300,0.25,4,2,402.326165,123.223799,143.773128,0.127343
1,800,300,0.25,4,2,989.417202,89.827557,104.569214,0.080127
1,800,300,0.25,4,2,1034.393558,102.637129,149.54557,0.103191
1,800,300,0.25,4,2,1006.098626,111.383184,121.250639,0.10784
1,800,300,0.25,4,2,995.834863,102.683108,110.986875,0.093393
1,800,300,0.25,4,2,1002.87157,104.577763,118.023582,0.128404
1,800,300,0.25,4,2,1004.197475,106.90236,119.349487,0.096678
1,800,300,0.25,4,2,1002.432052,101.509117,117.584064,0.101986
2,800,300,0.25,4,2,1056.635952,49.014119,60.731714,0.022194
2,800,300,0.25,4,2,1063.537308,53.673086,67.63307,0.011397
2,800,300,0.25,4,2,1057.736126,54.104846,61.831889,0.018319
2,800,300,0.25,4,2,1062.341113,66.769811,66.436875,0.024079
2,800,300,0.25,4,2,1057.87782,60.869205,61.973582,0.024819
2,800,300,0.25,4,2,1060.397475,63.183687,64.493237,0.019167
2,800,300,0.25,4,2,1057.263302,49.781379,61.359064,0.019501
3,800,300,0.25,4,2,190.266223,66.693025,68.176591,0.009725
3,800,300,0.25,4,2,190.365299,74.078017,68.275667,0.010333
3,800,300,0.25,4,2,190.152799,76.034538,68.063167,0.010304
3,800,300,0.25,4,2,190.603484,70.606084,68.513852,0.010346
3,800,300,0.25,4,2,189.996549,72.945188,67.906917,0.010127
3,800,300,0.25,4,2,190.001282,66.787306,67.91165,0.009526
3,800,300,0.25,4,2,190.759049,73.43658,68.669417,0.010405
0,400,240,0.5,4,2,809.905702,75.537195,198.929033,0.172636
0,400,240,0.5,4,2,717.085362,44.684003,106.108692,0.392532
0,400,240,0.5,4,2,717.555234,38.318442,106.578565,0.392399
0,400,240,0.5,4,2,754.515848,53.002868,143.539178,0.29563
0,400,240,0.5,4,2,718.643242,43.571158,107.666573,0.388025
0,400,240,0.5,4,2,718.716676,45.568581,107.740007,0.392062
0,400,240,0.5,4,2,717.887094,45.706494,106.910424,0.39113
1,400,240,0.5,4,2,1409.807632,70.809601,172.536012,0.098003
1,400,240,0.5,4,2,1334.779037,59.067064,97.507417,0.296409
1,400,240,0.5,4,2,1335.24891,61.105876,97.97729,0.296313
1,400,240,0.5,4,2,1372.209523,56.971661,134.937903,0.215787
1,400,240,0.5,4,2,1336.336918,56.750678,99.065298,0.293189
1,400,240,0.5,4,2,1336.410352,57.203881,99.138731,0.296072
1,400,240,0.5,4,2,1335.580769,52.315902,98.309149,0.295407
2,400,240,0.5,4,2,1417.795132,132.568129,69.467262,0.009939
2,400,240,0.5,4,2,1406.110287,145.117662,57.782417,0.042662
2,400,240,0.5,4,2,1407.49266,139.60706,59.16479,0.042833
2,400,240,0.5,4,2,1414.665773,146.22733,66.337903,0.019306
2,400,240,0.5,4,2,1407.580668,140.052379,59.252798,0.042567
2,400,240,0.5,4,2,1405.785352,135.985025,57.457481,0.040333
2,400,240,0.5,4,2,1406.543269,131.560951,58.215399,0.041463
3,400,240,0.5,4,2,544.505146,126.700781,69.991882,0.01098
3,400,240,0.5,4,2,543.105146,123.846233,68.591882,0.010933
3,400,240,0.5,4,2,544.192646,128.950933,69.679382,0.011128
3,400,240,0.5,4,2,543.680146,124.218814,69.166882,0.010936
3,400,240,0.5,4,2,542.155146,118.813143,67.641882,0.010897
3,400,240,0.5,4,2,543.480146,120.629808,68.966882,0.010899
3,400,240,0.5,4,2,539.942646,122.789642,65.429382,0.0104
0,600,240,0.5,4,2,761.695469,55.614143,263.845376,0.320499
0,600,240,0.5,4,2,768.499656,34.684957,270.649562,0.33706
0,600,240,0.5,4,2,748.827976,224.584232,250.977882,0.077689
0,600,240,0.5,4,2,749.977143,213.128435,252.12705,0.077247
0,600,240,0.5,4,2,750.021615,223.182662,252.171522,0.077413
0,600,240,0.5,4,2,748.827976,224.632001,250.977882,0.077689
0,600,240,0.5,4,2,748.861537,226.098481,251.011444,0.077505
1,600,240,0.5,4,2,1352.613553,103.905106,228.468508,0.160157
1,600,240,0.5,4,2,1353.912591,118.147204,229.767547,0.147352
1,600,240,0.5,4,2,1347.798404,130.243382,223.65336,0.046517
1,600,240,0.5,4,2,1352.4601,96.504083,228.315056,0.050202
1,600,240,0.5,4,2,1348.992044,131.087528,224.847,0.046414
1,600,240,0.5,4,2,1347.798404,182.717812,223.65336,0.044356
1,600,240,0.5,4,2,1351.344494,110.997494,227.19945,0.050312
2,600,240,0.5,4,2,1352.613553,67.717845,117.412258,0.009133
2,600,240,0.5,4,2,1353.912591,63.669553,118.711297,0.009487
2,600,240,0.5,4,2,1347.798404,56.17529,112.59711,0.005354
2,600,240,0.5,4,2,1352.4601,57.58408,117.258806,0.005313
2,600,240,0.5,4,2,1348.992044,67.004996,113.79075,0.00556
2,600,240,0.5,4,2,1347.798404,61.359925,112.59711,0.005281
2,600,240,0.5,4,2,1351.344494,54.715576,116.1432,0.005357
3,600,240,0.5,4,2,489.832997,72.448265,128.446309,0.006255
3,600,240,0.5,4,2,489.832997,65.729466,128.446309,0.0064
3,600,240,0.5,4,2,489.832997,75.054807,128.446309,0.00632
3,600,240,0.5,4,2,489.832997,72.309634,128.446309,0.006319
3,600,240,0.5,4,2,489.832997,72.093331,128.446309,0.006514
3,600,240,0.5,4,2,489.832997,71.043723,128.446309,0.006298
3,600,240,0.5,4,2,489.832997,70.064025,128.446309,0.00641
0,800,240,0.5,4,2,720.153492,167.183036,338.548141,0.102962
0,800,240,0.5,4,2,701.132051,126.172509,319.526701,0.082803
0,800,240,0.5,4,2,709.741346,167.979907,328.135995,0.051217
0,800,240,0.5,4,2,702.98399,126.009475,321.378639,0.149235
0,800,240,0.5,4,2,710.934985,172.186179,329.329635,0.051077
0,800,240,0.5,4,2,706.212596,175.825699,324.607246,0.051768
0,800,240,0.5,4,2,718.724698,120.020008,337.119347,0.176994
1,800,240,0.5,4,2,1301.258835,138.907588,293.358533,0.054717
1,800,240,0.5,4,2,1294.520818,126.211885,286.620517,0.055929
1,800,240,0.5,4,2,1295.942521,117.635921,288.042219,0.027758
1,800,240,0.5,4,2,1294.071694,90.768026,286.171392,0.0861
1,800,240,0.5,4,2,1297.136161,114.617459,289.235859,0.027707
1,800,240,0.5,4,2,1298.882812,119.560147,290.982511,0.029317
1,800,240,0.5,4,2,1301.545027,109.929865,293.644726,0.08267
2,800,240,0.5,4,2,1301.258835,36.947376,182.302283,0.004765
2,800,240,0.5,4,2,1294.520818,32.561061,175.564267,0.004656
2,800,240,0.5,4,2,1295.942521,34.808589,176.985969,0.003449
2,800,240,0.5,4,2,1294.071694,36.21232,175.115142,0.006162
2,800,240,0.5,4,2,1297.136161,35.524483,178.179609,0.003521
2,800,240,0.5,4,2,1298.882812,36.77516,179.926261,0.003357
2,800,240,0.5,4,2,1301.545027,38.045327,182.588476,0.005939
3,800,240,0.5,4,2,427.545101,41.198932,182.403156,0.004292
3,800,240,0.5,4,2,427.545101,42.274707,182.403156,0.004417
3,800,240,0.5,4,2,427.545101,38.630768,182.403156,0.00431
3,800,240,0.5,4,2,427.545101,43.401994,182.403156,0.004304
3,800,240,0.5,4,2,427.545101,39.638971,182.403156,0.004345
3,800,240,0.5,4,2,427.545101,42.367018,182.403156,0.004285
3,800,240,0.5,4,2,427.545101,43.510975,182.403156,0.004341
0,400,270,0.5,4,2,791.75484,66.778072,213.632913,0.22957
0,400,270,0.5,4,2,681.626068,37.449725,103.504141,0.448541
0,400,270,0.5,4,2,683.214763,41.14875,105.092835,0.444761
0,400,270,0.5,4,2,754.515848,53.784951,176.393921,0.28999
0,400,270,0.5,4,2,684.30277,43.560774,106.180843,0.441116
0,400,270,0.5,4,2,718.716676,44.9432,140.594749,0.387549
0,400,270,0.5,4,2,683.546622,37.633455,105.424695,0.443704
1,400,270,0.5,4,2,1286.297377,232.913896,81.880499,0.098705
1,400,270,0.5,4,2,1273.978772,132.253329,69.561894,0.278508
1,400,270,0.5,4,2,1274.483601,154.167735,70.066723,0.277047
1,400,270,0.5,4,2,1277.267482,220.450877,72.850604,0.127453
1,400,270,0.5,4,2,1275.775748,126.900374,71.35887,0.274944
1,400,270,0.5,4,2,1270.459045,199.234239,66.042167,0.167771
1,400,270,0.5,4,2,1274.81546,128.320599,70.398582,0.27647
2,400,270,0.5,4,2,1371.953627,178.807483,56.480499,0.039623
2,400,270,0.5,4,2,1372.910022,156.279899,57.436894,0.119905
2,400,270,0.5,4,2,1373.714851,159.820042,58.241723,0.119309
2,400,270,0.5,4,2,1375.636232,169.158368,60.163104,0.067091
2,400,270,0.5,4,2,1374.856998,147.958743,59.38387,0.118453
2,400,270,0.5,4,2,1373.440295,182.612612,57.967167,0.104227
2,400,270,0.5,4,2,1374.14671,146.775249,58.673582,0.119075
3,400,270,0.5,4,2,500.774369,181.769453,59.115847,0.036112
3,400,270,0.5,4,2,500.105619,183.327992,58.447097,0.035514
3,400,270,0.5,4,2,500.030619,182.342073,58.372097,0.035482
