in:Inventory,in:Wall Length,in:Wall Height,in:Door,in:Curve Frequency,in:Curve Amplitude,out:Leftover inventory[m2],out:Displacement Average[cm],out:Uncovered Wall Area[m2],out:Average Mapping Tolerance
0,400,240,0.0,1,0,705.891273,20.579985,72.076725,4.067e-09
0,400,240,0.0,1,0,705.891273,20.57996,72.076725,6.0162e-08
0,400,240,0.0,1,0,706.212596,20.579967,72.398048,5e-09
0,400,240,0.0,1,0,705.891273,20.580003,72.076725,4.7338e-08
0,400,240,0.0,1,0,706.212596,20.579981,72.398048,1.259e-08
0,400,240,0.0,1,0,706.212596,20.57997,72.398048,6.6304e-08
0,400,240,0.0,1,0,707.328202,20.579987,73.513654,6.4859e-09
1,400,240,0.0,1,0,1283.218402,11.92504,23.108903,1.4789e-09
1,400,240,0.0,1,0,1276.932371,7.304139,16.822871,2.3814e-08
1,400,240,0.0,1,0,1274.643358,12.89171,14.533859,1.4286e-09
1,400,240,0.0,1,0,1284.429867,8.481318,24.320368,1.7214e-08
1,400,240,0.0,1,0,1274.643358,12.874731,14.533859,3.5972e-09
1,400,240,0.0,1,0,1273.132525,6.330127,13.023025,2.2561e-08
1,400,240,0.0,1,0,1285.866796,9.616821,25.757297,2.3585e-09
2,400,240,0.0,1,0,1377.549652,12.151067,6.146403,5.2477e-10
2,400,240,0.0,1,0,1379.176121,12.620043,7.772871,1.2474e-08
2,400,240,0.0,1,0,1377.687108,15.944185,6.283859,8.3334e-10
2,400,240,0.0,1,0,1378.598617,8.108362,7.195368,5.4101e-09
2,400,240,0.0,1,0,1377.887108,15.871163,6.483859,2.0984e-09
2,400,240,0.0,1,0,1374.076275,3.193022,2.673025,1.1699e-08
2,400,240,0.0,1,0,1378.985546,8.375905,7.582297,7.4125e-10
3,400,240,0.0,1,0,503.519905,9.48413,5.931262,3.2251e-09
3,400,240,0.0,1,0,503.094905,10.252248,5.506262,3.8957e-09
3,400,240,0.0,1,0,503.044905,10.097569,5.456262,4.0316e-09
3,400,240,0.0,1,0,503.044905,10.135516,5.456262,6.1319e-09
3,400,240,0.0,1,0,503.044905,9.535301,5.456262,2.5608e-09
3,400,240,0.0,1,0,503.144905,10.397722,5.556262,4.0697e-09
3,400,240,0.0,1,0,503.419905,9.761807,5.831262,3.7541e-09
0,600,240,0.0,1,0,629.303424,20.580169,115.488857,9.5523e-09
0,600,240,0.0,1,0,630.497212,20.580149,116.682645,4.354e-08
0,600,240,0.0,1,0,629.303424,20.580161,115.488857,3.3333e-09
0,600,240,0.0,1,0,629.303424,20.580118,115.488857,3.6441e-08
0,600,240,0.0,1,0,630.497064,20.580171,116.682497,3.7345e-08
0,600,240,0.0,1,0,629.476265,20.580181,115.661698,4.5949e-08
0,600,240,0.0,1,0,629.476265,20.580181,115.661698,5.1573e-09
1,600,240,0.0,1,0,1160.063837,15.395594,19.954319,2.9988e-09
1,600,240,0.0,1,0,1158.554916,12.694414,18.445398,1.7768e-08
1,600,240,0.0,1,0,1158.799805,12.176154,18.690286,1.0526e-09
1,600,240,0.0,1,0,1156.206134,10.402277,16.096616,1.0932e-08
1,600,240,0.0,1,0,1160.698921,12.36631,20.589402,1.1793e-08
1,600,240,0.0,1,0,1161.2299,9.992195,21.120382,1.7482e-08
1,600,240,0.0,1,0,1157.87745,9.120937,17.767931,1.6286e-09
2,600,240,0.0,1,0,1259.932587,10.352012,8.529319,1.7136e-09
2,600,240,0.0,1,0,1262.598666,12.249089,11.195398,1.2503e-08
2,600,240,0.0,1,0,1261.718555,10.422699,10.315286,7.1429e-10
2,600,240,0.0,1,0,1261.049884,8.14217,9.646616,7.5394e-09
2,600,240,0.0,1,0,1263.617671,12.992546,12.214402,8.0025e-09
2,600,240,0.0,1,0,1262.57365,10.511162,11.170382,1.0715e-08
2,600,240,0.0,1,0,1258.1712,4.826083,6.767931,9.3769e-10
3,600,240,0.0,1,0,388.859869,12.058395,11.271206,5.0562e-09
3,600,240,0.0,1,0,389.409869,14.423383,11.821206,2.4279e-09
3,600,240,0.0,1,0,389.272369,11.460064,11.683706,1.2953e-09
3,600,240,0.0,1,0,389.072369,12.9956,11.483706,3.0455e-09
3,600,240,0.0,1,0,388.972369,12.362542,11.383706,1.5787e-09
3,600,240,0.0,1,0,389.072369,12.762753,11.483706,3.1832e-09
3,600,240,0.0,1,0,389.316119,14.786483,11.727456,1.2953e-09
0,800,240,0.0,1,0,512.558848,20.580069,118.744271,2.0593e-08
0,800,240,0.0,1,0,511.940738,20.580065,118.126161,4.3288e-08
0,800,240,0.0,1,0,519.565528,20.580086,125.750951,1.7198e-08
0,800,240,0.0,1,0,510.444924,17.122731,116.630347,4.5024e-08
0,800,240,0.0,1,0,524.748703,20.580121,130.934126,2.9897e-08
0,800,240,0.0,1,0,519.565528,20.580122,125.750951,4.0629e-08
0,800,240,0.0,1,0,519.233669,20.580113,125.419092,4.6778e-08
1,800,240,0.0,1,0,1052.913759,16.435519,32.804231,9.8064e-09
1,800,240,0.0,1,0,1047.302025,14.294397,27.192497,2.228e-08
1,800,240,0.0,1,0,1057.619376,13.321864,37.509848,7.3706e-09
1,800,240,0.0,1,0,1037.910411,12.061829,17.800883,1.9576e-08
1,800,240,0.0,1,0,1049.894828,13.623115,29.7853,1.1699e-08
1,800,240,0.0,1,0,1059.877597,12.074534,39.768069,1.7413e-08
1,800,240,0.0,1,0,1054.551148,11.447578,34.44162,2.0048e-08
2,800,240,0.0,1,0,1146.532509,13.830031,15.129231,4.7892e-09
2,800,240,0.0,1,0,1148.445775,13.588567,17.042497,1.4178e-08
2,800,240,0.0,1,0,1148.638126,12.049174,17.234848,3.3648e-09
2,800,240,0.0,1,0,1145.054161,9.204654,13.650883,1.4524e-08
2,800,240,0.0,1,0,1149.051078,11.701448,17.6478,7.2722e-09
2,800,240,0.0,1,0,1144.246347,10.65191,12.843069,6.3046e-09
2,800,240,0.0,1,0,1146.594898,7.714499,15.19162,9.5682e-09
3,800,240,0.0,1,0,274.751884,11.971648,17.163212,5.7088e-09
3,800,240,0.0,1,0,275.533134,10.896298,17.944462,1.8665e-09
3,800,240,0.0,1,0,273.914384,10.388691,16.325712,4.3666e-09
3,800,240,0.0,1,0,273.833134,8.951232,16.244462,3.2571e-09
3,800,240,0.0,1,0,273.414384,9.916629,15.825712,3.6735e-09
3,800,240,0.0,1,0,274.374962,9.045462,16.78629,1.9271e-09
3,800,240,0.0,1,0,273.858134,12.038297,16.269462,4.7945e-09
0,400,270,0.0,1,0,642.255392,15.628634,38.440851,2.7113e-09
0,400,270,0.0,1,0,639.715571,17.545378,35.90103,4.0108e-08
0,400,270,0.0,1,0,650.315954,10.569564,46.501413,3.3333e-09
0,400,270,0.0,1,0,644.053749,20.579958,40.239208,3.1559e-08
0,400,270,0.0,1,0,651.111509,10.202653,47.296968,8.3935e-09
0,400,270,0.0,1,0,658.266065,9.199359,54.451524,4.5254e-08
0,400,270,0.0,1,0,641.658731,11.104686,37.84419,4.3239e-09
1,400,270,0.0,1,0,1259.639837,16.319415,29.530345,2.324e-09
1,400,270,0.0,1,0,1257.100016,17.960273,26.990524,3.4378e-08
1,400,270,0.0,1,0,1249.080194,14.613548,18.970702,2e-09
1,400,270,0.0,1,0,1261.438194,20.579967,31.328702,3.0094e-08
1,400,270,0.0,1,0,1249.365542,14.279418,19.25605,5.0361e-09
1,400,270,0.0,1,0,1249.881033,14.337147,19.771541,2.7529e-08
1,400,270,0.0,1,0,1259.043176,12.410925,28.933684,3.7062e-09
2,400,270,0.0,1,0,1350.033587,12.677448,8.630345,5.2477e-10
2,400,270,0.0,1,0,1352.868766,18.842702,11.465524,1.0026e-08
2,400,270,0.0,1,0,1345.642694,8.01008,4.239452,6.4517e-10
2,400,270,0.0,1,0,1354.331944,16.299056,12.928702,6.583e-09
2,400,270,0.0,1,0,1346.771792,8.540179,5.36855,1.6787e-09
2,400,270,0.0,1,0,1345.187283,3.996192,3.784041,9.463e-09
2,400,270,0.0,1,0,1347.043176,12.991922,5.639934,6.6522e-10
3,400,270,0.0,1,0,472.81806,4.373034,5.229424,2.2767e-09
3,400,270,0.0,1,0,473.354539,4.083766,5.765903,2.5288e-09
3,400,270,0.0,1,0,473.048289,4.332203,5.459653,2.8802e-09
3,400,270,0.0,1,0,472.929539,4.232724,5.340903,3.9804e-09
3,400,270,0.0,1,0,473.134213,4.356701,5.545577,1.9254e-09
3,400,270,0.0,1,0,473.123289,4.664569,5.534653,2.6417e-09
3,400,270,0.0,1,0,472.429001,4.708841,4.840365,2.6085e-09
0,600,270,0.0,1,0,530.154248,17.241123,61.339685,1.461e-08
0,600,270,0.0,1,0,527.614574,20.498589,58.800011,4.3587e-08
0,600,270,0.0,1,0,544.645774,13.713785,75.831211,2.2222e-09
0,600,270,0.0,1,0,555.024821,20.580135,86.210259,3.4131e-08
0,600,270,0.0,1,0,519.203547,14.157381,50.388984,8.0688e-09
0,600,270,0.0,1,0,511.236179,16.369831,42.421616,3.107e-08
0,600,270,0.0,1,0,535.631065,14.162387,66.816502,3.4382e-09
1,600,270,0.0,1,0,1119.380221,18.411083,24.270707,1.377e-08
1,600,270,0.0,1,0,1116.013369,20.527687,20.903856,2.8505e-08
1,600,270,0.0,1,0,1127.103403,15.748735,31.99389,1.4286e-09
1,600,270,0.0,1,0,1126.165408,20.580144,31.055894,2.0203e-08
1,600,270,0.0,1,0,1120.003967,15.4388,24.894454,6.6986e-09
1,600,270,0.0,1,0,1116.103914,12.273446,20.994401,2.7361e-08
1,600,270,0.0,1,0,1119.884959,16.066168,24.775446,2.2103e-09
2,600,270,0.0,1,0,1214.973971,8.115618,8.570707,5.8418e-09
2,600,270,0.0,1,0,1215.682119,8.857573,9.278856,1.3761e-08
2,600,270,0.0,1,0,1212.047153,8.169036,5.64389,3.3899e-10
2,600,270,0.0,1,0,1215.759158,10.341193,9.355894,9.3202e-09
2,600,270,0.0,1,0,1212.710217,8.560529,6.306954,2.0252e-09
2,600,270,0.0,1,0,1213.947664,3.782958,7.544401,1.1474e-08
2,600,270,0.0,1,0,1214.778709,9.884518,8.375446,8.5954e-10
3,600,270,0.0,1,0,341.75394,6.416641,9.165283,5.6421e-09
3,600,270,0.0,1,0,342.91644,8.034162,10.327783,2.3281e-09
3,600,270,0.0,1,0,342.497589,8.00495,9.908931,1.156e-09
3,600,270,0.0,1,0,342.64769,7.643988,10.059033,2.3514e-09
3,600,270,0.0,1,0,342.853015,8.541802,10.264357,2.0173e-09
3,600,270,0.0,1,0,342.29144,6.944343,9.702783,3.8378e-09
3,600,270,0.0,1,0,341.465903,6.834019,8.877245,1.1317e-09
0,800,270,0.0,1,0,391.998929,18.245291,58.184356,3.2221e-08
0,800,270,0.0,1,0,367.243893,13.646952,33.429319,2.802e-08
0,800,270,0.0,1,0,395.052372,14.988668,61.237799,1.1906e-08
0,800,270,0.0,1,0,412.80515,20.580123,78.990576,4.1941e-08
0,800,270,0.0,1,0,394.654288,15.469093,60.839715,1.1816e-09
0,800,270,0.0,1,0,391.402268,17.373466,57.587695,3.082e-08
0,800,270,0.0,1,0,400.353327,15.839801,66.538754,1.2651e-08
1,800,270,0.0,1,0,1000.502135,18.541552,40.392611,2.7925e-08
1,800,270,0.0,1,0,986.802884,13.97045,26.693359,2.6152e-08
1,800,270,0.0,1,0,1003.555578,16.298391,43.446053,1.3634e-08
1,800,270,0.0,1,0,1008.337893,20.580112,48.228369,3.3156e-08
1,800,270,0.0,1,0,1003.157494,15.992781,43.047969,2.0057e-09
1,800,270,0.0,1,0,1004.082292,17.784452,43.972768,2.6711e-08
1,800,270,0.0,1,0,1008.856533,16.376024,48.747008,1.0964e-08
2,800,270,0.0,1,0,1083.595885,9.531454,12.192611,8.8994e-09
2,800,270,0.0,1,0,1085.134134,9.761837,13.730859,1.0897e-08
2,800,270,0.0,1,0,1084.786828,9.229566,13.383553,3.2985e-09
2,800,270,0.0,1,0,1088.769143,9.784459,17.365869,9.1608e-09
2,800,270,0.0,1,0,1085.176244,8.295157,13.772969,5.3725e-10
2,800,270,0.0,1,0,1082.863542,8.877252,11.460268,6.7322e-09
2,800,270,0.0,1,0,1087.087783,8.962714,15.684508,2.8355e-09
3,800,270,0.0,1,0,214.837861,9.795459,17.249193,4.5936e-09
3,800,270,0.0,1,0,214.450832,9.498311,16.862163,1.8351e-09
3,800,270,0.0,1,0,215.350361,9.996938,17.761693,3.8604e-09
3,800,270,0.0,1,0,213.675264,9.661377,16.086596,2.5416e-09
3,800,270,0.0,1,0,215.850361,10.30957,18.261693,3.761e-09
3,800,270,0.0,1,0,216.112788,9.425661,18.52412,2.1458e-09
3,800,270,0.0,1,0,214.731611,9.520766,17.142943,5.2566e-09
0,400,300,0.0,1,0,629.303424,20.579968,55.48889,1.8545e-08
0,400,300,0.0,1,0,630.497212,20.580015,56.682678,4.0108e-08
0,400,300,0.0,1,0,629.303424,20.579975,55.48889,1.6968e-08
0,400,300,0.0,1,0,629.303424,20.580038,55.48889,2.7235e-08
0,400,300,0.0,1,0,630.497064,20.579973,56.68253,0.0
0,400,300,0.0,1,0,629.476265,20.579973,55.661731,4.4203e-08
0,400,300,0.0,1,0,629.476265,20.579988,55.661731,0.0
1,400,300,0.0,1,0,1237.354795,20.580023,37.24531,1.1127e-08
1,400,300,0.0,1,0,1246.042898,20.580014,45.933413,3.0081e-08
1,400,300,0.0,1,0,1236.97817,20.580111,36.868685,1.1312e-08
1,400,300,0.0,1,0,1220.822249,9.71226,20.712764,1.2744e-08
1,400,300,0.0,1,0,1232.156455,20.580075,32.04697,0.0
1,400,300,0.0,1,0,1224.533154,20.58002,24.423669,2.4709e-08
1,400,300,0.0,1,0,1237.151011,20.580124,37.041526,0.0
2,400,300,0.0,1,0,1318.273545,11.449683,6.87031,2.4189e-09
2,400,300,0.0,1,0,1324.711648,16.964432,13.308413,5.4393e-09
2,400,300,0.0,1,0,1316.38442,7.780882,4.981185,1.851e-09
2,400,300,0.0,1,0,1315.803499,7.47937,4.400264,4.695e-09
2,400,300,0.0,1,0,1316.825205,6.693264,5.42197,0.0
2,400,300,0.0,1,0,1318.726904,13.985771,7.323669,9.2659e-09
2,400,300,0.0,1,0,1316.794761,8.392631,5.391526,0.0
3,400,300,0.0,1,0,449.012754,12.14652,11.424125,2.3297e-09
3,400,300,0.0,1,0,448.362754,12.640027,10.774125,6.9281e-09
3,400,300,0.0,1,0,449.012754,12.101304,11.424125,2.8489e-09
3,400,300,0.0,1,0,448.362754,12.736117,10.774125,6.0048e-09
3,400,300,0.0,1,0,449.012754,12.205569,11.424125,2.0398e-09
3,400,300,0.0,1,0,448.362754,12.670718,10.774125,5.921e-09
3,400,300,0.0,1,0,449.012754,12.126903,11.424125,2.8489e-09
0,600,300,0.0,1,0,505.354946,20.580143,81.540388,2.721e-08
0,600,300,0.0,1,0,507.832398,16.612072,84.01784,3.9228e-08
0,600,300,0.0,1,0,490.985672,20.580142,67.171114,2.3659e-08
0,600,300,0.0,1,0,519.565528,20.580172,95.75097,3.5415e-08
0,600,300,0.0,1,0,499.221655,20.58016,75.407097,1.3478e-08
0,600,300,0.0,1,0,492.701077,20.580125,68.886519,2.6891e-08
0,600,300,0.0,1,0,491.568947,20.58011,67.754389,1.3478e-08
1,600,300,0.0,1,0,1097.794237,14.028968,47.684728,2.114e-08
1,600,300,0.0,1,0,1095.270041,11.840879,45.160532,2.4942e-08
1,600,300,0.0,1,0,1095.877282,13.643558,45.767773,1.8199e-08
1,600,300,0.0,1,0,1085.525339,11.651896,35.415831,1.7708e-08
1,600,300,0.0,1,0,1098.910635,20.580136,48.801126,1.0368e-08
1,600,300,0.0,1,0,1095.723745,14.3683,45.614237,2.0685e-08
1,600,300,0.0,1,0,1095.970929,14.775501,45.86142,1.0368e-08
2,600,300,0.0,1,0,1171.187987,6.435326,9.784728,5.0333e-09
2,600,300,0.0,1,0,1167.951291,5.459678,6.548032,6.9087e-09
2,600,300,0.0,1,0,1169.708532,9.160952,8.305273,4.4779e-09
2,600,300,0.0,1,0,1170.081589,11.054677,8.678331,5.7952e-09
2,600,300,0.0,1,0,1171.654385,8.518928,10.251126,3.4092e-09
2,600,300,0.0,1,0,1173.748745,6.942436,12.345487,5.0738e-09
2,600,300,0.0,1,0,1170.202179,7.003398,8.79892,2.106e-09
3,600,300,0.0,1,0,300.643979,9.708599,13.055326,5.3547e-09
3,600,300,0.0,1,0,300.768979,9.553623,13.180326,4.5015e-09
3,600,300,0.0,1,0,302.456479,13.010553,14.867826,1.3962e-09
3,600,300,0.0,1,0,301.242849,9.828134,13.654196,5.1573e-09
3,600,300,0.0,1,0,305.26574,11.407008,17.677087,1.6784e-09
3,600,300,0.0,1,0,300.768979,9.532748,13.180326,5.1588e-09
3,600,300,0.0,1,0,303.831479,12.264278,16.242826,1.4528e-09
0,800,300,0.0,1,0,390.042383,20.58011,116.227813,4.9896e-08
0,800,300,0.0,1,0,382.529031,20.580139,108.714461,3.6329e-08
0,800,300,0.0,1,0,363.135275,20.580154,89.320705,2.2796e-08
0,800,300,0.0,1,0,357.061796,18.798505,83.247226,3.3142e-08
0,800,300,0.0,1,0,382.529031,20.580138,108.714461,1.2925e-08
0,800,300,0.0,1,0,359.699764,20.580137,85.885194,1.742e-08
0,800,300,0.0,1,0,364.776253,20.580183,90.961684,1.5342e-08
1,800,300,0.0,1,0,957.646253,12.321032,57.536732,3.153e-08
1,800,300,0.0,1,0,973.380651,15.039708,73.27113,2.4857e-08
1,800,300,0.0,1,0,963.569864,10.804091,63.460343,1.7731e-08
1,800,300,0.0,1,0,949.641247,5.434954,49.531726,2.2094e-08
1,800,300,0.0,1,0,973.380651,14.439809,73.27113,8.8434e-09
1,800,300,0.0,1,0,974.266012,12.99798,74.156491,1.5242e-08
1,800,300,0.0,1,0,982.160698,20.580146,82.051178,1.4319e-08
2,800,300,0.0,1,0,1025.577503,8.46619,14.174232,8.893e-09
2,800,300,0.0,1,0,1028.818151,12.092645,17.41488,4.9714e-09
2,800,300,0.0,1,0,1024.726114,10.040537,13.322843,3.6267e-09
2,800,300,0.0,1,0,1023.822497,9.659724,12.419226,6.3559e-09
2,800,300,0.0,1,0,1026.599401,11.066636,15.19613,2.9507e-09
2,800,300,0.0,1,0,1027.597262,10.012922,16.193991,2.5404e-09
2,800,300,0.0,1,0,1032.729448,10.720485,21.326178,2.1478e-09
3,800,300,0.0,1,0,157.398166,10.007024,19.809502,4.7435e-09
3,800,300,0.0,1,0,157.298166,10.1236,19.709502,2.734e-09
3,800,300,0.0,1,0,158.773166,11.31473,21.184502,3.25e-09
3,800,300,0.0,1,0,157.798166,9.636046,20.209502,2.9763e-09
3,800,300,0.0,1,0,157.448166,10.021611,19.859502,5.9444e-09
3,800,300,0.0,1,0,160.923166,14.311868,23.334502,3.2118e-09
3,800,300,0.0,1,0,157.998166,10.407196,20.409502,4.3222e-09
0,400,240,0.25,1,0,790.212829,20.579997,156.39828,6.4289e-08
0,400,240,0.25,1,0,786.650517,20.580015,152.835969,9.9395e-08
0,400,240,0.25,1,0,786.650517,20.580009,152.835969,1.9579e-07
0,400,240,0.25,1,0,787.626844,20.579977,153.812296,8.1e-08
0,400,240,0.25,1,0,786.650517,20.580006,152.835969,1.9579e-07
0,400,240,0.25,1,0,786.650517,20.57997,152.835969,8.1e-08
0,400,240,0.25,1,0,787.626844,20.579996,153.812296,1.9579e-07
1,400,240,0.25,1,0,1377.440765,20.580019,117.331266,1.9789e-08
1,400,240,0.25,1,0,1379.806129,12.439682,119.69663,4.334e-08
1,400,240,0.25,1,0,1368.399964,10.375937,108.290465,4.1315e-08
1,400,240,0.25,1,0,1372.053124,9.113345,111.943625,1.8e-08
1,400,240,0.25,1,0,1368.399964,10.369418,108.290465,4.0159e-08
1,400,240,0.25,1,0,1368.399964,10.374345,108.290465,2.4786e-08
1,400,240,0.25,1,0,1372.053124,9.12297,111.943625,5.0099e-08
2,400,240,0.25,1,0,1430.322015,16.040917,58.918766,1.7072e-09
2,400,240,0.25,1,0,1427.474879,15.400927,56.07163,2.7088e-09
2,400,240,0.25,1,0,1426.149964,13.962785,54.746715,5.4652e-09
2,400,240,0.25,1,0,1429.428124,15.619281,58.024875,1.9756e-09
2,400,240,0.25,1,0,1430.631214,12.341987,59.227965,5.4944e-09
2,400,240,0.25,1,0,1428.406214,13.366639,57.002965,4.3315e-09
2,400,240,0.25,1,0,1430.509374,13.764332,59.106125,5.7074e-09
3,400,240,0.25,1,0,553.896272,14.83677,56.307629,5.3834e-09
3,400,240,0.25,1,0,557.140022,16.278893,59.551379,3.8665e-09
3,400,240,0.25,1,0,553.858772,12.022275,56.270129,3.7216e-09
3,400,240,0.25,1,0,556.152522,13.643726,58.563879,4.8662e-09
3,400,240,0.25,1,0,557.233772,14.968571,59.645129,3.3071e-09
3,400,240,0.25,1,0,556.240022,11.593952,58.651379,3.8868e-09
3,400,240,0.25,1,0,556.302522,15.698951,58.713879,3.713e-09
0,600,240,0.25,1,0,705.891273,20.580151,192.076706,1.0578e-08
0,600,240,0.25,1,0,705.891273,20.580181,192.076706,3.3519e-08
0,600,240,0.25,1,0,706.212596,20.580192,192.398029,6.1267e-08
0,600,240,0.25,1,0,705.891273,20.580209,192.076706,4.2447e-08
0,600,240,0.25,1,0,706.212596,20.580162,192.398029,6.7607e-08
0,600,240,0.25,1,0,706.212596,20.58018,192.398029,6.0162e-08
0,600,240,0.25,1,0,707.328202,20.580146,193.513635,6.4003e-08
1,600,240,0.25,1,0,1285.019399,13.625543,144.909881,3.8467e-09
1,600,240,0.25,1,0,1284.461918,6.114759,144.3524,1.3408e-08
1,600,240,0.25,1,0,1287.48756,11.435559,147.378041,2.2279e-08
1,600,240,0.25,1,0,1284.429867,8.601703,144.320349,1.5435e-08
1,600,240,0.25,1,0,1287.48756,11.418671,147.378041,2.4585e-08
1,600,240,0.25,1,0,1291.576126,4.409259,151.466607,2.1877e-08
1,600,240,0.25,1,0,1285.866796,8.415993,145.757278,2.3274e-08
2,600,240,0.25,1,0,1316.200649,17.093203,64.797381,1.0864e-09
2,600,240,0.25,1,0,1315.399418,16.687138,63.99615,2.6083e-09
2,600,240,0.25,1,0,1314.27506,17.504715,62.871791,2.6765e-09
2,600,240,0.25,1,0,1314.461117,14.89583,63.057849,2.9614e-09
2,600,240,0.25,1,0,1315.30006,17.912029,63.896791,2.4307e-09
2,600,240,0.25,1,0,1315.957376,17.330637,64.554107,3.2921e-09
2,600,240,0.25,1,0,1317.316796,14.115866,65.913528,3.0993e-09
3,600,240,0.25,1,0,443.370101,16.516931,65.781439,4.9279e-09
3,600,240,0.25,1,0,441.507601,14.954481,63.918939,2.0247e-09
3,600,240,0.25,1,0,442.307601,15.384384,64.718939,3.929e-09
3,600,240,0.25,1,0,441.145101,14.994847,63.556439,4.6318e-09
3,600,240,0.25,1,0,442.482601,16.202856,64.893939,7.4194e-10
3,600,240,0.25,1,0,441.070101,15.692751,63.481439,8.9594e-10
3,600,240,0.25,1,0,441.795101,15.705878,64.206439,3.9074e-09
0,800,240,0.25,1,0,668.241572,20.580092,274.426995,1.1231e-08
0,800,240,0.25,1,0,630.524113,20.580124,236.709536,1.4544e-08
0,800,240,0.25,1,0,622.93801,15.934643,229.123433,3.5955e-08
0,800,240,0.25,1,0,627.086648,20.580112,233.272071,7.8899e-08
0,800,240,0.25,1,0,622.936908,16.314321,229.122331,3.6578e-08
0,800,240,0.25,1,0,640.831177,20.580147,247.0166,6.0406e-08
0,800,240,0.25,1,0,628.917254,20.580099,235.102677,5.0479e-08
1,800,240,0.25,1,0,1208.596483,15.474821,188.486955,3.5096e-09
1,800,240,0.25,1,0,1200.323862,9.723745,180.214334,7.2718e-09
1,800,240,0.25,1,0,1195.643749,8.333843,175.534221,1.6779e-08
1,800,240,0.25,1,0,1196.854346,11.229536,176.744818,3.682e-08
1,800,240,0.25,1,0,1195.642647,8.556515,175.533119,1.707e-08
1,800,240,0.25,1,0,1207.538553,11.262222,187.429025,2.4162e-08
1,800,240,0.25,1,0,1198.886624,9.262902,178.777096,2.3557e-08
2,800,240,0.25,1,0,1208.596483,17.557762,77.193205,4.9145e-10
2,800,240,0.25,1,0,1202.323862,16.795807,70.920584,8.2998e-10
2,800,240,0.25,1,0,1201.643749,14.915917,70.240471,1.5727e-09
2,800,240,0.25,1,0,1200.704346,16.963277,69.301068,3.749e-09
2,800,240,0.25,1,0,1202.655147,18.721966,71.251869,1.9586e-09
2,800,240,0.25,1,0,1207.538553,15.312208,76.135275,2.6857e-09
2,800,240,0.25,1,0,1199.786624,16.961344,68.383346,2.6102e-09
3,800,240,0.25,1,0,339.879896,17.096963,82.291224,4.4766e-09
3,800,240,0.25,1,0,339.879896,16.71057,82.291224,1.5526e-09
3,800,240,0.25,1,0,339.879896,16.250966,82.291224,4.4904e-09
3,800,240,0.25,1,0,339.879896,15.834551,82.291224,3.1308e-09
3,800,240,0.25,1,0,339.879896,17.973672,82.291224,1.1268e-09
3,800,240,0.25,1,0,339.879896,16.933509,82.291224,1.9296e-10
3,800,240,0.25,1,0,339.879896,15.693234,82.291224,4.7422e-09
0,400,270,0.25,1,0,751.447522,20.580021,147.63298,2.5405e-08
0,400,270,0.25,1,0,747.88521,20.579974,144.070669,1.9982e-08
0,400,270,0.25,1,0,760.955527,8.578567,157.140986,1.3053e-07
0,400,270,0.25,1,0,761.931854,18.942284,158.117313,5.4e-08
0,400,270,0.25,1,0,760.955527,8.672843,157.140986,1.3053e-07
0,400,270,0.25,1,0,761.183283,9.064091,157.368742,5.4e-08
0,400,270,0.25,1,0,762.15961,19.609513,158.345069,1.3053e-07
1,400,270,0.25,1,0,1310.205609,14.578666,80.096117,6.3512e-09
1,400,270,0.25,1,0,1313.030585,14.016022,82.921093,5.4497e-09
1,400,270,0.25,1,0,1308.416707,15.060084,78.307215,3.7862e-08
1,400,270,0.25,1,0,1308.736649,20.19319,78.627157,2.1631e-08
1,400,270,0.25,1,0,1308.416707,15.082008,78.307215,3.7862e-08
1,400,270,0.25,1,0,1308.644463,17.846874,78.534971,2.9147e-08
1,400,270,0.25,1,0,1308.964404,20.351527,78.854912,3.7862e-08
2,400,270,0.25,1,0,1396.549359,12.883711,55.146117,1.9337e-09
2,400,270,0.25,1,0,1395.749335,9.10528,54.346093,1.3032e-09
2,400,270,0.25,1,0,1395.110457,5.853047,53.707215,1.7023e-08
2,400,270,0.25,1,0,1395.586649,13.521008,54.183407,1.1841e-08
2,400,270,0.25,1,0,1395.041707,5.619997,53.638465,1.6636e-08
2,400,270,0.25,1,0,1394.800713,11.079488,53.397471,1.4061e-08
2,400,270,0.25,1,0,1395.176904,6.95795,53.773662,1.6267e-08
3,400,270,0.25,1,0,520.17695,5.554196,52.588314,5.1963e-09
3,400,270,0.25,1,0,520.2832,6.280774,52.694564,1.0632e-08
3,400,270,0.25,1,0,520.2832,6.307578,52.694564,5.745e-09
3,400,270,0.25,1,0,519.7582,6.425098,52.169564,1.1233e-08
3,400,270,0.25,1,0,521.650227,7.133371,54.061591,6.204e-09
3,400,270,0.25,1,0,520.1582,6.90596,52.569564,8.7863e-09
3,400,270,0.25,1,0,520.17695,6.095875,52.588314,7.9079e-09
0,600,270,0.25,1,0,642.255392,15.629995,173.44083,7.0523e-09
0,600,270,0.25,1,0,639.715571,17.546714,170.901008,1.6968e-08
0,600,270,0.25,1,0,650.315954,10.207501,181.501391,4.0845e-08
0,600,270,0.25,1,0,647.73221,20.580185,178.917647,2.8298e-08
0,600,270,0.25,1,0,651.111509,9.594835,182.296947,4.5072e-08
0,600,270,0.25,1,0,658.266065,9.6426,189.451502,4.0108e-08
0,600,270,0.25,1,0,645.753218,11.554523,176.938655,4.2669e-08
1,600,270,0.25,1,0,1177.257435,18.82724,82.147921,6.0185e-09
